Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 605 | Average Generation Fitness: 0.7572542717440527 | Best Fitness: 0.8178441710473302 | Population Length: 20
Generation 606 | Average Generation Fitness: 0.757633918381367 | Best Fitness: 0.8178441710473302 | Population Length: 20
Generation 607 | Average Generation Fitness: 0.749161735510376 | Best Fitness: 0.8089707528284161 | Population Length: 20
Generation 608 | Average Generation Fitness: 0.7556141082380983 | Best Fitness: 0.8123090843805619 | Population Length: 20
Generation 609 | Average Generation Fitness: 0.7518069605809171 | Best Fitness: 0.7955600619593183 | Population Length: 20
Generation 610 | Average Generation Fitness: 0.7502274956814341 | Best Fitness: 0.8075180726990833 | Population Length: 20
Generation 611 | Average Generation Fitness: 0.748984315141022 | Best Fitness: 0.8097942489055219 | Population Length: 20
Generation 612 | Average Generation Fitness: 0.7570975623565301 | Best Fitness: 0.8097942489055219 | Population Length: 20
Generation 613 | Average Generation Fitness: 0.7409662218469506 | Best Fitness: 0.7991624452588962 | Population Length: 20
Generation 614 | Average Generation Fitness: 0.7513512359343774 | Best Fitness: 0.7930933043851676 | Population Length: 20
Generation 615 | Average Generation Fitness: 0.7428553344241401 | Best Fitness: 0.8143260325160843 | Population Length: 20
Generation 616 | Average Generation Fitness: 0.7348815401370087 | Best Fitness: 0.8143260325160843 | Population Length: 20
Generation 617 | Average Generation Fitness: 0.7593610511324587 | Best Fitness: 0.7810252318500925 | Population Length: 20
Generation 618 | Average Generation Fitness: 0.7517768646941194 | Best Fitness: 0.7925986091138464 | Population Length: 20
Generation 619 | Average Generation Fitness: 0.74284321628875 | Best Fitness: 0.8035871625855565 | Population Length: 20
Generation 620 | Average Generation Fitness: 0.7504840229625661 | Best Fitness: 0.8095817419574131 | Population Length: 20
Generation 621 | Average Generation Fitness: 0.7315792067629885 | Best Fitness: 0.7817248033819558 | Population Length: 20
Generation 622 | Average Generation Fitness: 0.7535917052454723 | Best Fitness: 0.8021566157851039 | Population Length: 20
Generation 623 | Average Generation Fitness: 0.747783473292144 | Best Fitness: 0.8021566157851039 | Population Length: 20
Generation 624 | Average Generation Fitness: 0.7384396144822178 | Best Fitness: 0.8025023890519358 | Population Length: 20
Generation 625 | Average Generation Fitness: 0.7658869157017253 | Best Fitness: 0.8003444570416273 | Population Length: 20
Generation 626 | Average Generation Fitness: 0.7517237548408814 | Best Fitness: 0.8117340094779145 | Population Length: 20
Generation 627 | Average Generation Fitness: 0.7541415634609958 | Best Fitness: 0.8124602583254394 | Population Length: 20
Generation 628 | Average Generation Fitness: 0.7511270829192933 | Best Fitness: 0.8034617259694652 | Population Length: 20
Generation 629 | Average Generation Fitness: 0.7552580313098823 | Best Fitness: 0.8034617259694652 | Population Length: 20
Generation 630 | Average Generation Fitness: 0.7458113202403337 | Best Fitness: 0.7981485354249999 | Population Length: 20
Generation 631 | Average Generation Fitness: 0.7462100134485204 | Best Fitness: 0.8034069797924075 | Population Length: 20
Generation 632 | Average Generation Fitness: 0.7559178613300152 | Best Fitness: 0.8198723173516703 | Population Length: 20
Generation 633 | Average Generation Fitness: 0.7665708780548073 | Best Fitness: 0.8218347763280843 | Population Length: 20
Generation 634 | Average Generation Fitness: 0.7558836087164861 | Best Fitness: 0.8218347763280843 | Population Length: 20
Generation 635 | Average Generation Fitness: 0.7527681401710291 | Best Fitness: 0.807299213900751 | Population Length: 20
Generation 636 | Average Generation Fitness: 0.7460179128180024 | Best Fitness: 0.7866923286959537 | Population Length: 20
Generation 637 | Average Generation Fitness: 0.7547454421935673 | Best Fitness: 0.7840313415230435 | Population Length: 20
Generation 638 | Average Generation Fitness: 0.7522522898310939 | Best Fitness: 0.7941328029439847 | Population Length: 20
Generation 639 | Average Generation Fitness: 0.7548789895056849 | Best Fitness: 0.8015314835393815 | Population Length: 20
Generation 640 | Average Generation Fitness: 0.756159408694211 | Best Fitness: 0.797556841161819 | Population Length: 20
Generation 641 | Average Generation Fitness: 0.7600386974554824 | Best Fitness: 0.8021964793501755 | Population Length: 20
Generation 642 | Average Generation Fitness: 0.7548245135256358 | Best Fitness: 0.8021964793501755 | Population Length: 20
Generation 643 | Average Generation Fitness: 0.7485336645087193 | Best Fitness: 0.8021964793501755 | Population Length: 20
Generation 644 | Average Generation Fitness: 0.77553273035973 | Best Fitness: 0.8094648431700705 | Population Length: 20
Generation 645 | Average Generation Fitness: 0.7394231771304002 | Best Fitness: 0.8094648431700705 | Population Length: 20
Generation 646 | Average Generation Fitness: 0.7549192618508573 | Best Fitness: 0.8017819282237425 | Population Length: 20
Generation 647 | Average Generation Fitness: 0.7574859278703332 | Best Fitness: 0.8020470608504353 | Population Length: 20
Generation 648 | Average Generation Fitness: 0.7655042422662378 | Best Fitness: 0.8016075005989975 | Population Length: 20
Generation 649 | Average Generation Fitness: 0.7564704287460988 | Best Fitness: 0.803553214396325 | Population Length: 20
Generation 650 | Average Generation Fitness: 0.7517044856438024 | Best Fitness: 0.8016075005989975 | Population Length: 20
Generation 651 | Average Generation Fitness: 0.7551131179893407 | Best Fitness: 0.8051286302170406 | Population Length: 20
Generation 652 | Average Generation Fitness: 0.7509554212266478 | Best Fitness: 0.8016075005989975 | Population Length: 20
Generation 653 | Average Generation Fitness: 0.7530187163943308 | Best Fitness: 0.8016075005989975 | Population Length: 20
Generation 654 | Average Generation Fitness: 0.7589202097057729 | Best Fitness: 0.7939376654864155 | Population Length: 20
Generation 655 | Average Generation Fitness: 0.7610576503405164 | Best Fitness: 0.8061076975071166 | Population Length: 20
Generation 656 | Average Generation Fitness: 0.7534885112044079 | Best Fitness: 0.8160705969546262 | Population Length: 20
Generation 657 | Average Generation Fitness: 0.7528209644009533 | Best Fitness: 0.7919969528588924 | Population Length: 20
Generation 658 | Average Generation Fitness: 0.7492932535846679 | Best Fitness: 0.7973562028469557 | Population Length: 20
Generation 659 | Average Generation Fitness: 0.7545907480322022 | Best Fitness: 0.8064648286828615 | Population Length: 20
Generation 660 | Average Generation Fitness: 0.7446647603640305 | Best Fitness: 0.8064648286828615 | Population Length: 20
Generation 661 | Average Generation Fitness: 0.7550004982100764 | Best Fitness: 0.8132339827427839 | Population Length: 20
Generation 662 | Average Generation Fitness: 0.7551691372781327 | Best Fitness: 0.8038482813192884 | Population Length: 20
Generation 663 | Average Generation Fitness: 0.7538679491925275 | Best Fitness: 0.8042840236508009 | Population Length: 20
Generation 664 | Average Generation Fitness: 0.7326398499872285 | Best Fitness: 0.8113711664866102 | Population Length: 20
Generation 665 | Average Generation Fitness: 0.7526469904902049 | Best Fitness: 0.7882851219622081 | Population Length: 20
Generation 666 | Average Generation Fitness: 0.7466791400275616 | Best Fitness: 0.7999181253681246 | Population Length: 20
Generation 667 | Average Generation Fitness: 0.7452293207313929 | Best Fitness: 0.7963118296919766 | Population Length: 20
Generation 668 | Average Generation Fitness: 0.7441431783287219 | Best Fitness: 0.7968793441365506 | Population Length: 20
Generation 669 | Average Generation Fitness: 0.7431588013268186 | Best Fitness: 0.8073826231652739 | Population Length: 20
Generation 670 | Average Generation Fitness: 0.7624718145423004 | Best Fitness: 0.8073826231652739 | Population Length: 20
Generation 671 | Average Generation Fitness: 0.7496287593449102 | Best Fitness: 0.8080221943611986 | Population Length: 20
Generation 672 | Average Generation Fitness: 0.7428706863009353 | Best Fitness: 0.8080983054394495 | Population Length: 20
Generation 673 | Average Generation Fitness: 0.7474387183723363 | Best Fitness: 0.7940639714707322 | Population Length: 20
Generation 674 | Average Generation Fitness: 0.750886167837568 | Best Fitness: 0.7957132388439795 | Population Length: 20
Generation 675 | Average Generation Fitness: 0.7539705704330276 | Best Fitness: 0.8055139206386712 | Population Length: 20
Generation 676 | Average Generation Fitness: 0.7471961114339362 | Best Fitness: 0.7968454095184638 | Population Length: 20
Generation 677 | Average Generation Fitness: 0.7513610510989835 | Best Fitness: 0.7902545327456257 | Population Length: 20
Generation 678 | Average Generation Fitness: 0.755386128956098 | Best Fitness: 0.7988503011898562 | Population Length: 20
Generation 679 | Average Generation Fitness: 0.7540222694211436 | Best Fitness: 0.7837318848813156 | Population Length: 20
Generation 680 | Average Generation Fitness: 0.7452387801122252 | Best Fitness: 0.7817937400217585 | Population Length: 20
Generation 681 | Average Generation Fitness: 0.7559393426381565 | Best Fitness: 0.7966715620562766 | Population Length: 20
Generation 682 | Average Generation Fitness: 0.7528446012534712 | Best Fitness: 0.800738534923719 | Population Length: 20
Generation 683 | Average Generation Fitness: 0.7682082488343338 | Best Fitness: 0.8219265716111578 | Population Length: 20
Generation 684 | Average Generation Fitness: 0.744997883906841 | Best Fitness: 0.8120237156298886 | Population Length: 20
Generation 685 | Average Generation Fitness: 0.7562379930016251 | Best Fitness: 0.8072904438508752 | Population Length: 20
Generation 686 | Average Generation Fitness: 0.7601725840738196 | Best Fitness: 0.8077981274672317 | Population Length: 20
Generation 687 | Average Generation Fitness: 0.7618490099122819 | Best Fitness: 0.8194607101363721 | Population Length: 20
Generation 688 | Average Generation Fitness: 0.7757147968773879 | Best Fitness: 0.8194607101363721 | Population Length: 20
Generation 689 | Average Generation Fitness: 0.7532794946142273 | Best Fitness: 0.8210643717636994 | Population Length: 20
Generation 690 | Average Generation Fitness: 0.7585947116574251 | Best Fitness: 0.8000281884047837 | Population Length: 20
Generation 691 | Average Generation Fitness: 0.7643901227634198 | Best Fitness: 0.8121589729603347 | Population Length: 20
Generation 692 | Average Generation Fitness: 0.7643819365024238 | Best Fitness: 0.7985873252077651 | Population Length: 20
Generation 693 | Average Generation Fitness: 0.7447500024431047 | Best Fitness: 0.8153697931305266 | Population Length: 20
Generation 694 | Average Generation Fitness: 0.7611798146571752 | Best Fitness: 0.8123273982576572 | Population Length: 20
Generation 695 | Average Generation Fitness: 0.7657034129370438 | Best Fitness: 0.8123273982576572 | Population Length: 20
Generation 696 | Average Generation Fitness: 0.7622093783268362 | Best Fitness: 0.8123273982576572 | Population Length: 20
Generation 697 | Average Generation Fitness: 0.7545631546351057 | Best Fitness: 0.8123273982576572 | Population Length: 20
Generation 698 | Average Generation Fitness: 0.7502494175750335 | Best Fitness: 0.8123273982576572 | Population Length: 20
Generation 699 | Average Generation Fitness: 0.7494344377880289 | Best Fitness: 0.8123273982576572 | Population Length: 20
Generation 700 | Average Generation Fitness: 0.7477279927912021 | Best Fitness: 0.811901014351839 | Population Length: 20
Generation 701 | Average Generation Fitness: 0.7573045159283055 | Best Fitness: 0.8084767347580882 | Population Length: 20
Generation 702 | Average Generation Fitness: 0.7533130802094155 | Best Fitness: 0.8102065519877152 | Population Length: 20
Generation 703 | Average Generation Fitness: 0.7483394964047163 | Best Fitness: 0.8102065519877152 | Population Length: 20
Generation 704 | Average Generation Fitness: 0.759375526629002 | Best Fitness: 0.8101947829622859 | Population Length: 20
Generation 705 | Average Generation Fitness: 0.7619846292211077 | Best Fitness: 0.8196789422206433 | Population Length: 20
Generation 706 | Average Generation Fitness: 0.7534803449489702 | Best Fitness: 0.8203459051956811 | Population Length: 20
Generation 707 | Average Generation Fitness: 0.7589031825897197 | Best Fitness: 0.8203459051956811 | Population Length: 20
Generation 708 | Average Generation Fitness: 0.7585867484270143 | Best Fitness: 0.8203459051956811 | Population Length: 20
Generation 709 | Average Generation Fitness: 0.7490383187975332 | Best Fitness: 0.8203459051956811 | Population Length: 20
Generation 710 | Average Generation Fitness: 0.7516281589495943 | Best Fitness: 0.8204741606725882 | Population Length: 20
Generation 711 | Average Generation Fitness: 0.7485064585909136 | Best Fitness: 0.8155116327824395 | Population Length: 20
Generation 712 | Average Generation Fitness: 0.7478412952584413 | Best Fitness: 0.7989821709118433 | Population Length: 20
Generation 713 | Average Generation Fitness: 0.7515797138894468 | Best Fitness: 0.8025390213181143 | Population Length: 20
Generation 714 | Average Generation Fitness: 0.7519722320801803 | Best Fitness: 0.8228564854684006 | Population Length: 20
Generation 715 | Average Generation Fitness: 0.7544358225764736 | Best Fitness: 0.8147782433062374 | Population Length: 20
